product_name,description,price,image-src,on_sale_price,platform
Dead Space,"The sci-fi survival horror classic Dead Space™ returns, completely rebuilt from the ground up to offer a deeper and more immersive experience. This remake brings jaw-dropping visual fidelity, suspenseful atmospheric audio, and improvements to gameplay while staying faithful to the original game’s thrilling vision.

IMMERSE YOURSELF IN NEXT-GEN SCI-FI HORROR

A sci-fi horror classic returns fully rebuilt from the ground up with elevated visual fidelity and 3D atmospheric audio. From the frighteningly detailed rooms and workspaces of a slaughtered crew to the eerie atmospheric sounds of a desolate spaceship, you’ll explore a stunning sci-fi setting full of unpredictable and tense moments without interruption.
 
UNRAVEL THE MYSTERY ABOARD THE USG ISHIMURA

What starts as a routine repair mission for engineer Isaac Clarke and the crew of the USG Kellion quickly turns into a battle for survival as the truth behind the horrors on board begins to unravel. Following an expanded narrative experience, uncover the dark secrets behind the events aboard the USG Ishimura through the final logs of the ill-fated crew and your encounters with the few survivors that remain.
 
IMPROVISE TO SURVIVE

Confront the nightmare aboard the USG Ishimura with genre-defining strategic dismemberment gameplay. Repurpose and upgrade Isaac’s engineering tools to creatively defeat and dismember enemies– peeling them down to flesh and bone.",64.99,https://static-ca.gamestop.ca/images/products/774167/3max.jpg,,PS5
Hogwarts Legacy,"Hogwarts Legacy is an immersive, open-world action RPG set in the world first introduced in the Harry Potter books. Embark on a journey through familiar and new locations as you explore and discover fantastic beasts, customize your character and craft potions, master spell casting, upgrade talents and become the wizard you want to be.
Experience Hogwarts in the 1800s. Your character is a student who holds the key to an ancient secret that threatens to tear the wizarding world apart. Discover the feeling of living at Hogwarts as you make allies, battle Dark wizards, and ultimately decide the fate of the wizarding world. Your legacy is what you make of it. Live the Unwritten.",89.99,https://static-ca.gamestop.ca/images/products/769775/3max.jpg,74.99,PS5
Labyrinth of Galleria: The Moon Society,"From the creators of Labyrinth of Refrain: Coven of Dusk comes a new chapter in the dungeon-exploring adventure filled with charm and mystery! Summoned by the magnificent Madame Marta, you are but a wandering spirit awaiting your next command. With the help of Eureka, Madame Marta’s assistant, and an army of soul-infused puppets, you are tasked with delving into the depths of a mysterious underground labyrinth teeming with enchanted monsters to unearth the Curios that lie within!Labyrinth of Galleria: The Moon Society offers dungeon-crawling adventures with new quality of life improvements and 50 hours of exploration alongside a cast of fully customizable companions to do your bidding. Use a variety of pacts and puppet soldiers to customize a team of up to 40 fighters to dive into the darkness and discover the secrets within the Labyrinth of Galleria…if you dare!Labyrinth Revived:As the spiritual successor to Labyrinth of Refrain, Labyrinth of Galleria presents a dungeon exploration adventure with new improvements focused on enhancing the gameplay experience!Endless Exploration:Dive deep into the depths of the labyrinth to unearth its secrets with over 50 hours of exploration adventure!Customize Your Companions:Build your witch brigade into a tailor-made team using a variety of pacts and puppet soldiers which can be further customized for maximum battle potential!",69.99,https://static-ca.gamestop.ca/images/products/771590/3max.jpg,49.99,PS5
Wild Hearts,"Master ancient tech to hunt down giant beasts. WILD HEARTS™ is a unique twist on the hunting genre where technology gives you a fighting chance against fearsome beasts infused with the ferocious power of nature itself. Take on these creatures alone or hunt with friends in seamless co-op.
No one remembers why the Kemono began their rampage through a once prosperous Azuma. Fueled by desperation, these giant beasts wield the power of primal nature at its most destructive. For a while, it seemed that none could stand against their overwhelming might. But hope arrives in the form of a formidable hunter, armed with deadly weapons and ancient technology called Karakuri that could turn the tide of battle.
HUNT GIANT NATURE-INFUSED BEASTS
Survive their attacks, learn from their behaviors, and use your Karakuri and your weapons in combination to cut these creatures down to size.
CRAFT YOUR HUNTING GROUNDS
You are the only one in Azuma able to wield the Karakuri technology. This ancient tech enables you to adapt your environment into creative hunting grounds ideal for taking down the giant Kemono.
HUNT IN A PACK, OR BE A LONE WOLF
In WILD HEARTS you can face the Kemono alone or unite with up to two friends (or other players) to stalk and hunt your prey.
GEAR UP TO HUNT, HUNT TO GEAR UP
The more you hunt, the more you progress. Create your character, then gather materials from each hunt and build an array of armor and weapons to bring down even bigger beasts.
EXPLORE A FANTASY MEDIEVAL JAPAN 
Experience four season-based hunting grounds – each region with its own beautiful landscapes and dangers.",89.99,https://static-ca.gamestop.ca/images/products/775086/3max.jpg,,PS5
Atomic Heart,"Welcome to a utopian world of wonders and perfection, in which humans live in harmony with their loyal and fervent robots. Well, that’s how it used to be. With the launch of the latest robot-control system mere days away, only a tragic accident or a global conspiracy could disrupt it…
The unstoppable course of technology along with secret experiments have brought rise to mutant creatures, terrifying machines and superpowered robots—all suddenly rebelling against their creators. Only you can stop them and find out what lies behind the idealized world.
Using the combat abilities granted by your experimental power glove, your arsenal of blades and cutting-edge weaponry, fight for your life in explosive and frenetic encounters. Adapt your fighting style to each unique opponent. Combine your skills and resources, use the environment, and upgrade your equipment to overcome challenges and fight for good.
Key Features:

A utopian world, both mad and sublime
Visceral, spectacular, and unforgiving combat
Blast giant machines and mutants using your multiple skills and advanced weapons
Upgrade your arsenal and equipment

EXCLUSIVE PHYSICAL VERSION BONUS DLC: 

Swede Weapon Skin
Electro Weapon Skin",89.99,https://static-ca.gamestop.ca/images/products/775130/3max.jpg,,PS5
Octopath Traveler 2,"A brand-new entry in the OCTOPATH TRAVELER series, the first installment of which was initially released in 2018 and sold over 3 million copies worldwide. It takes the series’ HD-2D graphics, a fusion of retro pixel art and 3DCG, to even greater heights.

In the world of Solistia, eight new travelers venture forth into an exciting new era.

Where will you go? What will you do? Whose tale will you bring to life?

Every path is yours to take. 

Embark on an adventure all your own.

Key Features:

Begin your adventure as one of eight new travelers, each with their own origins, motivations, and unique skills.
The series’ HD-2D graphics, a fusion of retro pixel art and 3DCG, have reached even greater heights.
The story takes place in Solistia, where diverse cultures thrive from east to west and the industries of the new era flourish. You can sail the seas and explore every corner of a world that changes from day to night.
Each traveler has a unique set of Path Actions they can use to battle townspeople, obtain items, take others along in their travels, and more. Where will you go? What will you do? Every path is yours to take.
Familiar mechanics from the original game have been preserved, like the freedom to develop your travelers’ jobs and skills, as well as the Break and Boost system that made battles so exhilarating. New mechanics have also been added.


© SQUARE ENIX CO., LTD. All Rights Reserved.",79.99,https://static-ca.gamestop.ca/images/products/773779/3max.jpg,,PS5
No Man’s Sky,"Inspired by the adventure and imagination that we love from classic science-fiction, No Man's Sky presents you with a galaxy to explore, filled with unique planets and lifeforms, and constant danger and action.

In No Man's Sky, every star is the light of a distant sun, each orbited by planets filled with life, and you can go to any of them you choose. Fly smoothly from deep space to planetary surfaces, with no loading screens, and no limits. In this infinite procedurally generated universe, you'll discover places and creatures that no other players have seen before - and perhaps never will again.
Includes the following major updates since launch: Foundation, Pathfinder, Atlas Rises, NEXT, The Abyss, Visions, the 2.0 BEYOND update, Synthesis, Living Ship, Exo Mech, Desolation and the 3.0 update, ORIGINS, Next Generation, Companions, Expeditions, Prisms, Sentinel and Outlaws.

An epic voyage to the centre of a shared universe awaits, allowing you to explore, trade, fight and survive.

Embark on an epic voyage, find your own destiny in this epic space adventure
Includes 6 years of updates*
An entire universe to explore on the go in the palm of your hands
For the first time ever, PlayStation 5 physical edition as well as Nintendo Switch (physical & digital)",39.99,https://static-ca.gamestop.ca/images/products/771571/3max.jpg,,PS5
Clive N Wrench Collector's Edition,"Clive ‘N’ Wrench is a 3D platformer centered around Clive the rabbit and Wrench, the monkey on his back. Your adventure will take you through time and space in a magical 1950’s fridge all on a quest to undo Clive’s cousin Nancy’s mistake and ultimately thwart the tyrannical Dr Daucus.
Inspired by genre classics like Spyro the Dragon and Jak & Daxter, Clive ‘N’ Wrench has its titular rabbit and monkey duo jump, roll, hover, and spin their way through a whole host of wacky worlds.A Time-Bending Tale – Your adventure will take your all the way from the prehistoric ice age in Iceceratops, through ancient Egypt in Tempus Tombs, and even all the way through to the Wild WestSpace-Defying Locations! – Explore 11 distinct levels each with its own boss battle. Brilliantly crafted platforming paradises full of challenges, collectables and charismatic characters.Flowing Hare – Years have been spent perfecting the feel and animation of each move in Clive and Wrench’s diverse moveset, tailored for both experienced players and newcomers alike.A Work of Passion! – A project from sole developer Rob Wass started in 2011, Clive ‘N’ Wrench is a real work of passion from a genuine fan of the genre",84.99,https://static-ca.gamestop.ca/images/products/774814/3max.jpg,,PS5
Wo Long Fallen Dynasty Steelbook Edition,"Follows the dramatic, action-packed story of a nameless militia soldier fighting for survival in a dark fantasy version of the Later Han Dynasty where demons plague the Three Kingdoms. Fight off deadly creatures and enemy soldiers using swordplay based on the Chinese martial arts, attempting to overcome the odds by awakening the true power from within.

1. Demons in the Kingdom
A dark fantasy set during the chaotic Three Kingdoms period, the narrative vividly tells the tale of a militia soldier’s strenuous fight for survival during a Later Han Dynasty infested with demons. It’s madness in the Three Kingdoms like never before!

2. Awaken the Power Within
Defeat deadly enemies to boost morale and awaken the power from within! Overcome adversity through unique new strategies, including battle styles based on the “Five Phases”.
3. Live by the Sword
Renowned for ruthless strikes that can change the tide of battle in an instant, sword practitioners of the Chinese martial arts gracefully change pace as they shift between offensive and defensive maneuvers. Overwhelm opponents with a flurry of force in a series of intense and bloody battles while learning the precision and skill necessary to become a true master of the sword.",109.99,https://static-ca.gamestop.ca/images/products/774665/3max.jpg,,PS5
Wo Long: Fallen Dynasty,"The next great action game from Team NINJA, the studio behind NINJA GAIDEN and Nioh! 
Wo Long: Fallen Dynasty follows the dark fantasy adventure of a nameless militia soldier fighting for 
survival in a Three Kingdoms land infested by demons. Fight off deadly creatures and enemy soldiers using 
the swordplay of the Chinese martial arts, overcoming the odds by awakening the true power from within.

“Wo Long is already at the top of my 2023 list.” – Destructoid

“The faster paced Chinese martial arts really brings a unique flair.” – IGN

The Masocore Dream Team

A joint creation by Team NINJA producers Fumihiko Yasuda (Nioh) and Masaaki Yamagiwa (Bloodborne).

Live by the Sword

Renowned for ruthless strikes that change the tide of battle in a flash, sword practitioners of the Chinese 
martial arts gracefully change pace as they shift between offensive and defensive maneuvers. Fight in a 
chaotic Three Kingdoms setting against an onslaught of the supernatural!

Discover True Power

Defeat deadly enemies to boost morale and awaken the power from within! Overcome adversity through 
unique new strategies, including battle styles based on the “Five Phases”.

“The thing that captivated me the most was its combat.” – IGN
“It looks great, albeit a little scary.” – Game Informer",79.99,https://static-ca.gamestop.ca/images/products/772370/3max.jpg,65.99,PS5
Mato Anomalies,"Mato Anomalies is a turn-based RPG that takes players on a journey across Mato, a fantasized neo-futuristic version of a bygone oriental city. Take control of the Dual Protagonists Doe and Gram to investigate strange anomalies around the city, or venture into rifts to battle demonic abominations determined to bring about the city's downfall.
Team up with unlikely companions and unravel the dark secrets in this story of Duty, Hope and Justice. 
Key Features 
Anomalies
Find clues throughout Mato by talking to NPCs, taking on missions and visiting shops to pinpoint Rifts, portals to the demonic creatures attacking the city. Enter at your peril and defeat them in battle and collect abundant rewards.
Dual Worlds
Traverse across Mato, a neo-futuristic version of Old Shanghai. Beneath its surface lies another world. Discover Rifts which act as portals into a place beyond space and time, filled with powerful enemies.
Band of Misfits
The enemy of your enemy is your friend. Difficult circumstances make for unlikely friendships. Find new allies during your investigations and gain their trust through conversation and shared experiences.
Smart Combat
Mato Anomalies provides a unique and challenging battle experience highlighted by shared health across all team members, gear matrix and dual-talent system. A unique combat strategy will be needed if you want to succeed!
Story Summary
Mato isn't a normal city, but it pretends to be. Who could've imagined the evil hiding beneath the surface?
Such difficult situations bring together unlikely people. Just like our protagonists young private detective Doe and the mysterious exorcist Gram.
Utilizing their respective skills, they head out to unravel the mystery of Mato and defeat the evil force trying to bring about its downfall.
Will justice prevail? Or will our heroes fall victim to corruption?",59.99,https://static-ca.gamestop.ca/images/products/775192/3max.jpg,49.99,PS5
Eiyuden Chronicles Rising,"Eiyuden Chronicle: Rising combines a thrilling adventure through ancient ruins with the tale of one town’s rise from the ashes. Drawn by lenses and other treasure in the nearby Runebarrows, our heroes learn that the town is struggling to rebuild after an earthquake and decide to help.
Along the way, they’ll resolve disputes between eager adventurers and wary locals who don’t think the Barrows should be disturbed. And they’ll learn more about each other’s reasons for seeking treasure, deepening their bonds in the process. As you will learn, these Runebarrows hide a great secret that has fateful implications for one of the characters.
What begins as a simple treasure hunt turns into a dark conspiracy that will shake the world and plant seeds that carry over into the main story of Eiyuden Chronicle: Hundred Heroes.

Playable characters from the main game.
Cross content & connectivity with Eiyuden Chronicle: Hundred Heroes.
2.5 platforming experience & engine.
In-game text languages - English, French, German, Italian, Portuguese, Spanish.",44.99,https://static-ca.gamestop.ca/images/products/774599/3max.jpg,34.99,PS5
Anno 1800 Console Edition,#NAME?,49.99,https://static-ca.gamestop.ca/images/products/775491/3max.jpg,,PS5
WWE 2K23,"Expanded features, gorgeous graphics, and the ultimate WWE experience. Hit the ring with a deep roster of WWE Superstars and Legends including Roman Reigns, ""American Nightmare"" Cody Rhodes, Ronda Rousey, Brock Lesnar, ""Stone Cold"" Steve Austin and more!
2K SHOWCASE: INTERACTIVE SPORTS DOCUMENTARY
Play through the key moments and toughest opponents of John Cena’s storied 20-year WWE career. And in a franchise-first, take on the role of each marquee opponent - some of WWE’s greatest of all time - as you aim to take down Mr. Hustle, Loyalty, and Respect.
IT’S ALL-OUT WARGAMES
This fan-favorite action-packed match type makes its debut in WWE 2K23 and delivers heart-pounding 3v3 and 4v4 multiplayer mayhem inside two side-by-side rings, surrounded by a double-steel cage!
YOUR SHOW, YOUR CHOICES
With MyGM, take the reins of a weekly show and compete against rival general managers for brand supremacy. Now featuring more GMs to choose from, additional show options, multiple seasons, expanded match cards, and more match types for up to 4 players.
YOU HOLD ALL THE CARDS
Collect and upgrade cards of WWE Superstars and Legends to build the ultimate faction and compete for global dominance in MyFACTION, now featuring online multiplayer!
DEFINE YOUR FUTURE IN MyRISE
Walk through the curtains for your WWE debut and shape your career as a WWE Superstar with the decisions you make along the way through distinct storylines - The Lock and The Legacy.
THE UNIVERSE IS ALL YOURS
WWE Universe Mode is the ultimate sandbox that puts you in charge of WWE, from Superstar rosters, feuds, champions, weekly shows, and more!",89.99,https://static-ca.gamestop.ca/images/products/775699/3max.jpg,,PS5
Alice Gear Aegis CS: Concerto of Simulatrix,"Alice Gear AEGiS CS: Concerto of Simulatrix, is an exciting 3D battle arena game filled with action and loveable characters! Gear up, strap in, and get battling!Vice has taken your world and only you can take it back! As an actress with an aptitude for wielding this special gear, you train under AEGiS, a corporation charged with defence against the Vice. Fight against your fellow teammates in simulations, using unique customisable combinations of your Alice Gear to get stronger, faster and better than ever before!Follow the lives of your teammates, learn about their motivations and feelings as you bring your team together.Choose from a variety of cute teammates! - Unique playable characters with different personalities and distinctive skill sets!In-game shop for fun customisation! - Features extensive clothing items, mech suit variations, weapons and accessories, to customise for that extra kawaii touch!Visual novel elements to enjoy - Follow the overarching story of the game and enjoy fun contextual dialogue cutscenes to further understand your character and give heart-warming engagement!Energetic combat battles! - Fight 1v1 or tag team, build your ultimate team or gear up to fight solo!Visual 'Battle Hex' progression system - ‘Battle Hex’ progression system to visualise your progress and follow different routes towards your end goal!Online battles with your friends! - Use the online function to invite your friends to battle and see who has what it takes to be the best actress in AEGiS!",54.99,https://static-ca.gamestop.ca/images/products/774593/3max.jpg,44.99,PS5
Game Builder Garage Switch,"Learn to make games from the minds at Nintendo
Ever wanted to make your own 3D platformer, high-speed racing game, or side-scrolling alien blaster? Bring your ideas to life with Game Builder Garage for Nintendo Switch, a fun way to make your own games.Learn the basics of programming logic step-by-step in a fun and interactive way, then use what you’ve learned to create your own games and share them with the world!Meet the Nodon
These delightful characters are called Nodon. Each one has its own personality and role to play inside your game. Whether it’s getting a character to jump when you hit a button, setting the mood with some funky music, or cranking up the gravity to 11, there’s a Nodon for that!Pair Nodon together and they’ll team up to bring your game to life. Let’s get to know some of them, shall we?There are lots more Nodon waiting to meet you, so check out the in-game Nodopedia to find out who they are and what they do.Learn by doing!
The dotty duo of Bob and Alice are here to take you step-by-step from blank canvas to playable game in easy-to-follow interactive lessons. Starting off with the absolute basics, you’ll move on to more advanced concepts as you meet more Nodon and power up your programming prowess!Try out your creation after every step and experiment with your finished game to add some personal touches.Hungry for more? Go over concepts you’ve already learned and dive even deeper.Think you know your stuff? Put your newfound skills to the test in checkpoint puzzles along the way!Unleash your creativity!
Put everything you’ve learned into practice as you create your own unique games in the Free Programming mode. Start from scratch or tinker with one of the creations you made during the interactive lessons. Give it a personal touch using the editing tools to add drawings and music to your masterpiece. You can even connect multiple games together to create something bigger – the possibilities are endless!Share the fun
Proud of a game you've made? Well, imagine it being enjoyed by loads of people all around the world! Game Builder Garage lets you share your games with friends and family locally, or online* by sharing the Game ID or your Programmer ID. Have fun and get inspired as you play, copy, modify and re-share each other’s creations!",39.99,https://static-ca.gamestop.ca/images/products/760710/3max.jpg,32.99,Switch
Untitled Goose Game - Digital,"Untitled Goose Game is a slapstick-stealth-sandbox, where you are a goose let loose on an unsuspecting village. Make your way around town, from peoples' back gardens to the high street shops to the village green, setting up pranks, stealing hats, honking a lot, and generally ruining everyone’s day.",,https://static-ca.gamestop.ca/images/products/750151/3max.jpg,,Switch
Monopoly For Nintendo Switch - Digital,"America’s favorite family board game, MONOPOLY, makes its debut on Nintendo Switch system with new ways to play! Experience three unique 3D boards at home or on-the-go with up to six players in total, or take your game online and challenge players in quick matches. Customize your game by selecting from six official House Rules chosen by MONOPOLY fans around the world. Don’t have time for a full game? Speed it up with Special Goals that shorten play sessions, and Actions Cards to move you around the board and penalize your opponents. Build your empire and trade your way to victory!",,https://static-ca.gamestop.ca/images/products/752836/3max.jpg,,Switch
Mario And Sonic At The Olympic Games Tokyo 2020 - Digital,"It’s party time, and everyone’s invited!

Team up with Mario™, Sonic, and friends on Nintendo Switch™ in action-packed sporting events! Bring your best moves to the track, the gym, the ring, or the water in dozens of different party games everyone will enjoy.

Skateboard, surf, and race your way to the top! With more than 30 events to master in this fun-filled Olympic Games contest, there are plenty of ways to prove your skills to your friends in multiplayer mode.

The team’s all here! Play as Mario™, Sonic, or choose from a star-studded cast of colorful characters from your favorite games.

Dive into unique Dream Events that layer fantastical chaos with reality. Zip through a downhill obstacle course on your hoverboard, throwdown for territorial control with lightning-fast karate action, or smash the most targets inside a traditional Japanese manor!

And you won’t want to miss an epic story mode that sends you to 1964 to compete in classic, retro 2D sports events.

Play any way you want on your Nintendo Switch™. We’re talking motion and button controls, single and dual Joy-Con™, single-player and multiplayer, local split-screen and online!",,https://static-ca.gamestop.ca/images/products/753031/3max.jpg,,Switch
Pen & Paper Games Bundle - Digital,"Get the three successful and award winning games Knights of Pen & Paper + Knights of Pen & Paper 2 + Galaxy of Pen and Paper in this bundle! 

 Enjoy hours and hours of adventures in these turn-based, retro style, pixel-art RPG full of danger, intrigue, and semi-appropriate cultural references! All games include all of their ever-released expansions with many new characters, enemies, quests and locations! 

 In Knights of Pen & Paper , take on the roles of in-game players taking on the roles of their characters in a traditional pen and paper RPG session in the ultimate meta roleplaying experience. As both the playing characters AND the game master, you can choose which battles to fight. Put together a bunch of monsters to make for a challenging fight and your efforts will be equally rewarded! 

 Prepare to join Knights of Pen & Paper 2 in a turn-based, retro style, pixel-art adventure full of danger, intrigue, and semi-appropriate cultural references! Now including races like Dwarf or Elf, assemble the party of your choice, choose quests and combat encounters, delve into dungeons, craft powerful items, and complain loudly to the GM. 

Galaxy of Pen & Paper  is a turn-based RPG that takes the pen and paper games of your childhood and launches them into space. Set in the year 1999, a group of friends brave the perils of a strange new galaxy, armed with dice and unique skill sets.",,https://static-ca.gamestop.ca/images/products/754553/3max.jpg,,Switch
Borderlands Legendary Collection - Digital,"Get three times the mayhem, three times the loot, and three times the action with the Borderlands Legendary Collection! Kill bandits and beasts, collect powerful weaponry, and maybe even save the universe in Borderlands: Game of the Year Edition, Borderlands 2, and Borderlands: The Pre-Sequel, along with piles of bonus add-on content for each game, adding 100+ hours of gameplay at an incredible value*.

Enjoy all three games solo or cooperatively with local two-player split-screen or four-player online play!

Borderlands: Game of the Year Edition - Discover the co-op shooter-looter that started it all, crammed with content and enhancements! Equip bazillions of guns as one of four trigger-happy mercenaries, each with unique RPG skills. Take on the lawless desolate planet Pandora in pursuit of powerful alien technology rumored to be inside an ancient Vault.

Borderlands 2 - Play as one of six vault hunters attempting to liberate Pandora from evil mastermind and corporate CEO Handsome Jack. Make new friends, arm them with a bazillion weapons and fight alongside them in a relentless quest for revenge and redemption.

Borderlands: The Pre-Sequel - Discover the story behind Borderlands 2 villain, Handsome Jack, and his rise to power. Set between the events of Borderlands and Borderlands 2, The Pre-Sequel gives you a whole lotta new gameplay and features the genre-blending fusion of shooter and RPG mechanics that players have come to love.

*Borderlands 2: Commander Lilith & the Fight for Sanctuary add-content not included. **Game requires download of at least 42 GB. microSD card required (sold separately). Storage requirements may change, visit borderlands.com for details.",,https://static-ca.gamestop.ca/images/products/755133/3max.jpg,,Switch
Borderlands: Game Of The Year Edition - Digital,"Discover the co-op shooter-looter that started it all, crammed with content and enhancements! Equip bazillions of guns as one of 4 trigger-happy mercenaries, each with unique RPG skills. Take on the lawless desolate planet Pandora in pursuit of powerful alien technology: The Vault. With new weapons, visual upgrades, all 4 add-on packs and more!


Bazillions of Guns: Rocket-launching shotguns, enemy-torching revolvers, SMGs that fire lightning rounds, and tons more.


Radical Art Style: Traditional rendering combined with hand-drawn textures give Borderlands its iconic style.


Intense Vehicular Combat: Behind the wheel, engage in frenetic vehicle-to-vehicle combat.


Co-op Frenzy: Online or together on the couch.",,https://static-ca.gamestop.ca/images/products/755134/3max.jpg,,Switch
Clubhouse Games - Digital,"Discover and play 51 tabletop games from around the world!

Play and discover 51 board games, tabletop games, and more all in one package—Clubhouse Games: 51 Worldwide Classics. This diverse collection includes games from all over the world across multiple genres, from familiar favorites like Chess to international hits like Mancala that have been around for 100s of years!

Enjoy familiar favorites and learn hidden gems from around the world in this collection of 51 board games, tabletop games and more! Whether you like to sit and strategize or rely on reflexes, Clubhouse Games: 51 Worldwide Classics contains games from across an array of genres for you to play and discover.

Each game is presented with stunning detail as dice clack, marbles glimmer, and chess pieces tumble off the board when it’s jostled.

You can brush up on your skills or learn a new game through helpful in-game tutorials, assist features, and even an Undo button in certain games. Strategic players will feel right at home with games like Four-in-a-row and Renegade, while those who prefer to use their reflexes can enjoy games like Slot Cars and Toy Boxing!

Bring all 51 games on the go in handheld mode or play on the big screen for your next game night. Gather some friends and line up multiple Nintendo Switch systems in tabletop mode for Mosaic Mode*, which allows the action to spread across up to four screens in certain games! In this mode you can build dozens of Slot Cars racetracks or turn a pond into a river for more fishing fun.

Pass a Joy-Con to a friend** to play on a single system or connect to the internet*** and play with friends or anyone around the world. If you want some solo practice, multiple difficulty levels of CPU opponents make for tough competition. Each time you play a game, you’ll unlock pieces of trivia filled with fun facts, bits of history, and more!

In the free supplementary software available on Nintendo eShop, connect with someone who has the full game to play all games that support Local Play! With board games, card games, sports, solitaires, and even a piano keyboard, Clubhouse Games: 51 Worldwide Classics is an eclectic collection of games to play and discover on your Nintendo Switch system.


Enjoy 51 tabletop games and more from all over the world from the convenience of your Nintendo Switch™ system.
Play your favorite games or explore and learn new ones.
Play alone or with friends locally* and online*** up to four players.


*Free supplementary software will be available to download from Nintendo eShop on the Nintendo Switch system. Up to three players with this supplementary software can enjoy a selection of games in local multiplayer with a player who owns the full version of the game. Full version of the game and systems sold separately.

**Additional accessories may be required for multiplayer mode. Sold separately. 

***Nintendo Switch Online membership (sold separately) and Nintendo Account required for online features. Not available in all countries. Internet access required for online features. Terms apply. nintendo.com/switch-online",,https://static-ca.gamestop.ca/images/products/755180/3max.jpg,,Switch
Cadence Of Hyrule: Crypt Of The NecroDancer Game & Season Pass Bundle - Digital,"Keep the beat and keep Hyrule from meeting certain doom!

In the latest rhythmic action-adventure from Brace Yourself Games, you can enjoy the gameplay of Crypt of the Necrodancer in the setting of The Legend of Zelda series. As Link—or even as Princess Zelda—you’ll explore the randomly generated overworld and dungeons on a quest to save Hyrule. Every beat of each remixed, The Legend of Zelda tune is a chance to move, attack, defend, and more, so stay one step ahead of each enemy and boss…or face the music. 

From modern-looking Lynels to the Hyrulean Soldiers of old, you must master the instinctive movements of each pixel-art enemy, and strategically outstep them in rhythmic combat. So equip yourself with an arsenal of iconic Legend of Zelda items, as well as the spells and weapons from Crypt of the Necrodancer. You must be prepared to face Hyrule’s most wicked bosses, which have been transformed by magic, granting them mighty, new forms! 

Includes the game and season pass! Get access to three DLC packs as they release with the Cadence of Hyrule Season Pass! First, fight to the rhythm with five additional characters like Impa and Frederick, the shopkeeper, with the Character Pack DLC. This pack also includes two returning modes: All Character Mode and Mystery Mode!",,https://static-ca.gamestop.ca/images/products/755690/3max.jpg,,Switch
Instant Sports Summer Games - Digital,"Be the Champion!

The new instalment of the successful “INSTANT Sports” series is coming to Nintendo Switch! Five new sporting events, inspired by the Summer Olympic Games, have been added to make a total of eleven sports to compete in - high jump, javelin throw, relay race, triple jump, archery, hurdles, tennis, soccer, bowling, rafting and baseball!

Additional improvements for all eleven sports offer more balanced gameplay, easier controls, new cameras and even more customisation! Play with your family and friends. Offline multiplayer mode allows for up to 8 players Advanced motion detection and easy to pick-up and play controls make Instant Sports Summer Games the “most mainstream” of the Switch party games Huge replay value. Beat high scores and unlock loads of customisation items.",,https://static-ca.gamestop.ca/images/products/755957/3max.jpg,,Switch
Mario And Sonic At The Olympic Games Tokyo 2020,"Join the world’s greatest sports party!
Celebrate the Olympic Games Tokyo 2020 with your favorite characters, loads of events, and so many ways to enjoy the party on your Nintendo Switch™!  Have a blast competing with your friends in 30+ action-packed 3D and classic 2D sports games—including new events for Tokyo 2020!

Compete in all-new Olympic sports—skateboarding, surfing, sport climbing, and karate—and a variety of events including archery, gymnastics, judo, boxing, marathon, football, equestrian, track and field, and many more.
Experience the Olympic Games in a brand-new way with 10 nostalgic 2D events that bring Mario, Sonic, & friends back to their classic roots.
Choose from an incredible cast of characters, including Mario, Luigi, Sonic, Tails, Yoshi, Amy Rose, Waluigi, Dr. Eggman, and many more!
There are so many ways to play on your Nintendo Switch! Enjoy a variety of play styles, including motion and button controls, single and dual Joy-Con, single-player and multiplayer, local and online!",79.99,https://static-ca.gamestop.ca/images/products/747250/3max.jpg,65.99,Switch
30 in 1 Game Collection,"30-in-1 Game Collection is coming with 30 fun games to play solo or with friends!
Six exotic islands filled with games and trophies are waiting for adventurers of all skill levels! Explore the islands solo, invite a group of friends over for some local co-op and competitive gameplay, or round up the troops for some wholesome family gaming! Race across island maps in a quest to be crowned Island Ruler!Unlock trophies to customize the look of your Welcome Screen! Topple the scores of your friends and players from around the world to gain online leaderboard fame, and in the process, unlock new islands filled with a variety of new games. Become the ultimate master of 30-in-1 Game Collection!Tons of Games! Climb, run, jump, blast, rocket, and even dance your way through 30 games spread out across six fun-filled islandsExplore and Collect! Earn stars by playing games to unlock new islands, and even more gamesIsland Hop with Friends! Join up to three other players for friendly competitive or cooperative play with just one console and one copy of the gameClaim the Crown! Discover trophies and climb atop the leaderboards to be crowned Island Rule",49.99,https://static-ca.gamestop.ca/images/products/755574/3max.jpg,39.99,Switch
Disney Classic Games Collection,,29.99,https://static-ca.gamestop.ca/images/products/764967/3max.jpg,,Switch
